row_id,person_id,name,description,birth_date
people_5593,Q1148979,Cyrus Nowrasteh,American film director and screenwriter,1956-09-19T00:00:00Z
people_5594,Q114898471,Frank Pérez-Garland,Peruvian filmmaker,1974-10-01T00:00:00Z
people_5595,Q114898722,Evil Chris,pornographer,
people_5596,Q114898740,Raúl Rodríguez Peila,,
people_5597,Q114898989,Nacho Garassino,,
people_5598,Q114898991,Ezequiel Crupnicoff,Argentine film director and producer,1973-06-17T00:00:00Z
people_5599,Q114898997,Justin Lee,,
people_5600,Q114899285,Luis Oliveros,Spanish film director,
people_5601,Q114899310,Guillermo Ríos Bordón,,
people_5602,Q114899554,Rodrigo Fernández Engler,Argentine film director and producer,1981-02-14T00:00:00Z
people_5603,Q114899557,Seong Si-Heup,South Korean film director (1979−),1979-01-01T00:00:00Z
people_5604,Q114899928,Weerachit Thongjila,,
people_5605,Q114899936,Samir Oliveros,Colombian filmmaker,1990-01-01T00:00:00Z
people_5606,Q114899940,Kanittha Kwunyoo,,1986-01-01T00:00:00Z
people_5607,Q114899941,Willy Combe,Peruvian filmmaker,
people_5608,Q114899956,Vitor Brandt,"Brazilian scriptwriter, director",
people_5609,Q114900002,Cary Murnion,American film director,
people_5610,Q114903776,Rodrigo Fürth,,
people_5611,Q114904725,Thomas J. Churchill,,1970-01-01T00:00:00Z
people_5612,Q114904748,Leonardo Damario,,
people_5613,Q114904752,Kai Parlange Tessmann,,1979-01-01T00:00:00Z
people_5614,Q114908445,Josh Ruben,American actor and filmmaker,1983-06-30T00:00:00Z
people_5615,Q114908458,Julio Quintana,American filmmaker,
people_5616,Q114908461,Chris Baugh,,
people_5617,Q11490868,Jun Shison,Japanese actor,1995-03-05T00:00:00Z
people_5618,Q114911842,Tom Gustafson,,
people_5619,Q114911851,Fernando Zuber,,
people_5620,Q114911887,Juan Carlos Oganes,Peruvian filmmaker,
people_5621,Q114912454,Kirati Nakintanon,,
people_5622,Q114912488,Hong Chang-Pyo,,
people_5623,Q114912518,Xavier Manrique,,
people_5624,Q114913698,Laura Terruso,,
people_5625,Q114913704,Emerson Moore,,
people_5626,Q114913746,S.K. Dale,,
people_5627,Q114913760,Jo Yong-seon,South Korean film director,
people_5628,Q114913820,Oz Rodriguez,,
people_5629,Q114915478,Malcolm Martin,,
people_5630,Q114915571,Alejandro Lingenti,Argentine filmmaker and journalist,1967-01-01T00:00:00Z
people_5631,Q114915878,Reno D'Angelo,Czech pornographic actor,1974-09-25T00:00:00Z
people_5632,Q114916743,Daniel Kinnane,,
people_5633,Q114916744,Henry Vallejo Torres,Peruvian filmmaker,1970-09-08T00:00:00Z
people_5634,Q114917190,Shaun Paul Piccinino,,
people_5635,Q114917254,Akinyemi Sebastian Akinropo,,
people_5636,Q114917285,Borja de la Vega,,
people_5637,Q114917289,Michael Lewen,,
people_5638,Q114917532,Juan Carlos Bustamante,,
people_5639,Q114917867,Denise Gonçalves,,
people_5640,Q114918579,Nuno Xico,,
people_5641,Q114918600,Nic Mathieu,,
people_5642,Q114918992,Tuck Johnson,American pornographic actor,1975-03-19T00:00:00Z
people_5643,Q114919184,Jonathan Milott,American film director,
people_5644,Q114919185,Eduardo Raspo,,1962-01-01T00:00:00Z
people_5645,Q114919216,Q114919216,Irish filmmaker (born 1981),1981-01-16T00:00:00Z
people_5646,Q114944989,Mara Taquin,Belgian actress,1997-10-19T00:00:00Z
people_5647,Q114946203,Rowan Athale,British film director and screenwriter,
people_5648,Q114955867,Tomas Sandquist,,
people_5649,Q114956583,Hinata Hiiragi,Japanese child actor,2011-09-10T00:00:00Z
people_5650,Q114957,Maxim Mehmet,German actor,1975-07-02T00:00:00Z
people_5651,Q114962568,Tilman Singer,German filmmaker,1988-01-01T00:00:00Z
people_5652,Q11496422,Shigeyuki Totsugi,Japanese actor and seiyū,1973-11-07T00:00:00Z
people_5653,Q11496524,Masahiro Toda,Japanese actor (1968-),1968-03-28T00:00:00Z
people_5654,Q114966548,Pernille Klitgaard Petersen,,
people_5655,Q114967823,Adriana Campos-Salazar,Peruvian actress,2006-06-06T00:00:00Z
people_5656,Q11496977,Satomi Tezuka,Japanese actress,1961-06-07T00:00:00Z
people_5657,Q11497887,Kaga Mochimaru,Japanese actor and seiyū,1993-11-06T00:00:00Z
people_5658,Q114979344,Frankie Corio,British actress,2010-07-07T00:00:00Z
people_5659,Q11500382,Rina Saito,Japanese child actor,1990-10-03T00:00:00Z
people_5660,Q11500522,Yoshiki Saitō,Japanese actor,1991-02-15T00:00:00Z
people_5661,Q115005878,Domènec Bautista,Catalan actor,
people_5662,Q11500616,Ayumu Saitō,Japanese actor and seiyū,1964-12-20T00:00:00Z
people_5663,Q115006181,Lina Shekhovtsova,"Russian model, entrepreneur, artist, and actress",
people_5664,Q115006722,Matt Carter,Film Director,
people_5665,Q115010,Max von Thun,German-Austrian actor (born 1977),1977-02-21T00:00:00Z
people_5666,Q115014449,Lionel Cecilio,,1983-04-23T00:00:00Z
people_5667,Q115016030,Brent McCorkle,,
people_5668,Q115016053,Drew Cullingham,,
people_5669,Q115016056,Steven Sheil,,
people_5670,Q11501983,Eiko Shin'ya,Japanese actress (1928-2016),1928-06-09T00:00:00Z
people_5671,Q115020822,Eden Dambrine,Belgian actor and model,2007-01-26T00:00:00Z
people_5672,Q115020935,Gustav De Waele,Belgian actor and model,2008-03-28T00:00:00Z
people_5673,Q1150229,Cédric Kahn,French film director,1966-06-17T00:00:00Z
people_5674,Q115025018,Dean Van Damme,British pornographic actor,1978-12-11T00:00:00Z
people_5675,Q1150316,Anna Camp,American actress,1982-09-27T00:00:00Z
people_5676,Q1150409,Céline Sallette,French actress,1980-04-25T00:00:00Z
people_5677,Q1150442,Diana Quick,British actress,1946-11-23T00:00:00Z
people_5678,Q115045937,Bambino,American pornographic actor (born 1988),1988-03-28T00:00:00Z
people_5679,Q115053694,Alexander Lincoln,British actor,1994-01-21T00:00:00Z
people_5680,Q1150552,Yuriy Chursin,Russian actor,1980-03-11T00:00:00Z
people_5681,Q115056369,David Matamoros,screenwriter,
people_5682,Q1150592,Tsuyoshi Abe,Chinese-Japanese actor,1982-02-13T00:00:00Z
people_5683,Q1150617,Erena Ono,Japanese singer,1993-11-26T00:00:00Z
people_5684,Q115062396,Ricky Danielsson,,1959-09-28T00:00:00Z
people_5685,Q115063302,Bragi Thor Hinriksson,Icelandic film producer,
people_5686,Q115063521,Jón Ólafsson,Icelandic actor,
people_5687,Q115063534,Gunnar Árnason,Icelandic actor,
people_5688,Q115079424,Mahmoud Kamel,Director,1975-09-21T00:00:00Z
people_5689,Q115079426,Čejen Černić,Croatian director,1982-01-01T00:00:00Z
people_5690,Q115079435,Michelle Esrick,,
people_5691,Q115088901,Elisa Cepedal,Spanish film director,1982-01-01T00:00:00Z
people_5692,Q115090270,Dennis Devine,,
people_5693,Q115090287,Arthur Nunes,,
people_5694,Q115090288,Paolo Conti,,
people_5695,Q115090289,Ernesto Oña,,
people_5696,Q115101067,Séphora Pondi,French actress,1992-01-01T00:00:00Z
people_5697,Q1151023,Numan Acar,Turkish actor (born 1973),1973-01-01T00:00:00Z
people_5698,Q115102432,Rosy McEwen,British actor,1994-01-01T00:00:00Z
people_5699,Q115106,Stefan Jäger,Swiss screenwriter and film producer,1970-01-01T00:00:00Z
people_5700,Q11510777,Yuria Hidaka,Japanese AV idol,1983-09-04T00:00:00Z
people_5701,Q115108175,Kíla Lord Cassidy,British child actor,2009-09-16T00:00:00Z
people_5702,Q115109888,Ahmed Umar,Sudanese-Norwegian artist and LGBT activist,1988-02-10T00:00:00Z
people_5703,Q115110669,John Ward,,
people_5704,Q1151111,Rob Minkoff,American filmmaker (born 1962),1962-08-11T00:00:00Z
people_5705,Q1151148,Takayuki Yamada,Japanese actor,1983-10-20T00:00:00Z
people_5706,Q11511541,Saori,Japanese actress,1988-05-29T00:00:00Z
people_5707,Q1151171,Mikako Tabe,Japanese actress,1989-01-25T00:00:00Z
people_5708,Q115120704,Louis Ricaute,Venezuelan pornographic actor,1989-11-13T00:00:00Z
people_5709,Q115122377,Johanna Ado Girirpio,,
people_5710,Q115122380,Live Maria Runde,,
people_5711,Q115122385,Mari Finnestad,,
people_5712,Q115122389,Helene Hokholt,,
people_5713,Q115122393,Maria Monsen Jostad,,
people_5714,Q115122395,Tom Larsen,,
people_5715,Q115122399,Gustav Aadalen Lo,,
people_5716,Q115122400,Teri Mungai,,
people_5717,Q115122404,Q115122404,,
people_5718,Q115122408,Q115122408,,
people_5719,Q115122412,Masood Zarin,,
people_5720,Q115127584,Shashank Raghavula,"Indian Cinematographer, Photographer",
people_5721,Q115128269,Javier Perdiguero,actor,1967-04-14T00:00:00Z
people_5722,Q11513084,Mitsuyo Hoshino,Japanese actress,1967-09-08T00:00:00Z
people_5723,Q115134,Aida Turturro,American actress,1962-09-25T00:00:00Z
people_5724,Q1151421,Salyu,Japanese singer,1980-10-13T00:00:00Z
people_5725,Q11514225,Atsushi Korechika,Japanese actor,1978-01-05T00:00:00Z
people_5726,Q11514341,Ayumi Tokitō,actress,1974-10-02T00:00:00Z
people_5727,Q1151447,Toma Ikuta,Japanese actor and artist (1984-),1984-10-07T00:00:00Z
people_5728,Q1151457,D. W. Moffett,American actor,1954-10-26T00:00:00Z
people_5729,Q115147511,Julie Nordhuus,,1996-04-10T00:00:00Z
people_5730,Q115147512,Victor Haugen Kristiansen,,
people_5731,Q1151554,Claudia Bassols,Spanish actress,1979-10-03T00:00:00Z
people_5732,Q115155673,Andrew Espinoza Long,American actor,
people_5733,Q115161448,Freya Skye,British singer and actress (b. 2009),2009-10-17T00:00:00Z
people_5734,Q115166502,Sini Lehtomäki,Finnish film and television producer,1988-01-01T00:00:00Z
people_5735,Q11516666,Yoshiki Arizono,Japanese actor,1960-10-24T00:00:00Z
people_5736,Q115169521,Alexander Schuitema,Dutch actor,1993-03-31T00:00:00Z
people_5737,Q115171090,David Howard Thornton,American actor,1979-11-30T00:00:00Z
people_5738,Q115171541,Sally Aitken,Australian documentary film and TV director,
people_5739,Q115172883,Emil Jonsvik,,
people_5740,Q115172886,James Chressanthis,,
people_5741,Q115175649,Kristof Cale,Czech pornographic actor,1986-11-08T00:00:00Z
people_5742,Q1151830,Nate Mooney,American actor,1972-01-26T00:00:00Z
people_5743,Q115183214,Jonnie Malachi,,
people_5744,Q115183220,Nicholas Gyeney,,
people_5745,Q115183851,Talip Ertürk,Turkish film director,
people_5746,Q115183852,Murat Emir Eren,Turkish film director,
people_5747,Q115183856,Sean Nalaboff,,
people_5748,Q115183877,Park Beom-su,South Korean film director,
people_5749,Q11518993,Mika Kimura,Japanese actor,1981-07-11T00:00:00Z
people_5750,Q11519032,Yūichi Kimura,"Japanese actor, film director and screenwriter",1963-02-09T00:00:00Z
people_5751,Q11519084,Akane Kimura,,1988-02-24T00:00:00Z
people_5752,Q11519423,Hana Kino,Japanese actor and seiyū,1948-01-08T00:00:00Z
people_5753,Q1151944,Mary-Kate Olsen,American businesswoman and actress (born 1986),1986-06-13T00:00:00Z
people_5754,Q11519581,Honoka Miki,Japanese actress and model,1997-03-07T00:00:00Z
people_5755,Q115197089,Fernando Muraca,,
people_5756,Q115197091,Pavle Vuckovic,,
people_5757,Q11519814,Manami Honjō,"Japanese actor, model and seiyū",1975-05-01T00:00:00Z
people_5758,Q11520076,Emiri Honda,Japanese actor and seiyū,1982-12-17T00:00:00Z
people_5759,Q115201,Liya Kebede,Ethiopian model and actress (born 1978),1978-03-01T00:00:00Z
people_5760,Q1152010,DJ Clue,American DJ and producer,1975-01-08T00:00:00Z
people_5761,Q11520572,Hirotarō Honda,Japanese actor,1951-02-08T00:00:00Z
people_5762,Q11520663,Ryūichi Honda,Japanese film director,1974-01-01T00:00:00Z
people_5763,Q115210480,Peter C. Spencer,,
people_5764,Q115210481,Josiah Spencer,,
people_5765,Q115210499,Oleh Malamuzh,,
people_5766,Q1152156,Tang Guoqiang,Chinese actor,1952-05-04T00:00:00Z
people_5767,Q11521804,Hana Sugisaki,Japanese actress,1997-10-02T00:00:00Z
people_5768,Q11522302,Shigemichi Sugita,Japanese film director and impresario (1943-),1943-10-05T00:00:00Z
people_5769,Q115223269,Jan Těšitel,,1982-06-07T00:00:00Z
people_5770,Q115223864,Jack Hunter,American pornographic actor,1990-03-22T00:00:00Z
people_5771,Q1152239,Drag-On,American rapper,1979-01-04T00:00:00Z
people_5772,Q11522575,Toshio Lee,Japanese film director,1964-05-13T00:00:00Z
people_5773,Q11522646,Takeshi Murakami,,1969-09-12T00:00:00Z
people_5774,Q1152289,Eka Darville,Australian actor,1989-04-11T00:00:00Z
people_5775,Q11522975,Kunio Murai,Japanese actor,1944-09-20T00:00:00Z
people_5776,Q115238133,Julián Valcárcel,,
people_5777,Q11523943,Ayu Higashi,,1990-09-21T00:00:00Z
people_5778,Q115244758,Santiago Alvarado Ilarri,,
people_5779,Q115244768,David Charbonier,director,
people_5780,Q115244769,Justin Powell,director,
people_5781,Q115244787,Bradley Kaplan,,
people_5782,Q115244794,Bram Coppens,,
people_5783,Q115248485,Alex Livinalli,Venezuelan-American television actor,1984-01-31T00:00:00Z
people_5784,Q115250,Lesley-Anne Down,British actress,1954-03-17T00:00:00Z
people_5785,Q115266828,Anne Maria Skogstad,,1957-12-11T00:00:00Z
people_5786,Q115266833,Claus Munk,,
people_5787,Q115271401,Lenny Rush,British child actor,2009-03-18T00:00:00Z
people_5788,Q115272101,Candice T. Cain,,
people_5789,Q115272113,Egidio Coccimiglio,Canadian film director,1960-12-29T00:00:00Z
people_5790,Q115272114,Ajay Bahl,,
people_5791,Q115272120,Mikolaj Haremski,,1957-12-15T00:00:00Z
people_5792,Q115272125,Andrei Konst,,
people_5793,Q1152815,Marc McClure,American actor,1957-03-31T00:00:00Z
people_5794,Q115284240,Hussein Hassan Ali,,
people_5795,Q115284246,Juri Rechinsky,,
people_5796,Q115284261,Alex Parkinson,,
people_5797,Q115288969,Brett Rockman,American pornographic actor,1967-03-14T00:00:00Z
people_5798,Q11528949,Megumi Matsushita,Japanese actress,1981-01-16T00:00:00Z
people_5799,Q11529410,Chieko Matsubara,Japanese actress,1945-01-06T00:00:00Z
people_5800,Q11529557,Suzuki Matsuo,"actor, director",1962-12-15T00:00:00Z
people_5801,Q11529636,Toshinobu Matsuo,Japanese actor,1977-10-22T00:00:00Z
people_5802,Q115298067,Emmanuel Osei-Kuffour Jr.,American film director and screenwriter,
people_5803,Q11529869,Airi Matsuyama,Japanese actress,1990-07-15T00:00:00Z
people_5804,Q115301589,Sari Aalto,Finnish actress,
people_5805,Q11530911,Junpei Matsumoto,Japanese film director,1984-12-04T00:00:00Z
people_5806,Q11531547,Kyōko Yanagihara,Japanese actress,1982-04-27T00:00:00Z
people_5807,Q1153158,Saigon,American rapper,1977-07-13T00:00:00Z
people_5808,Q1153178,Shōsuke Tanihara,Japanese actor and television presenter (1972-),1972-07-08T00:00:00Z
people_5809,Q11532094,Saki Matsuda,Japanese actress (1980-),1980-11-18T00:00:00Z
people_5810,Q11532117,Shōichi Matsuda,Japanese actor,1986-04-11T00:00:00Z
people_5811,Q11532121,Hidetomo Matsuda,,1950-07-26T00:00:00Z
people_5812,Q11532126,Jun Matsuda,Japanese actress,1977-06-07T00:00:00Z
people_5813,Q11532864,Ryōga Hayashi,Japanese child actor,1998-10-12T00:00:00Z
people_5814,Q1153310,Gary Clark Jr.,American blues musician,1984-02-15T00:00:00Z
people_5815,Q115331482,Tarmo Sakari Hietala,,
people_5816,Q115331503,Victor Gadderus,,
people_5817,Q115331506,Alexandra Alegren,,1981-04-29T00:00:00Z
people_5818,Q115331512,Andreas Vaehi,,
people_5819,Q115331519,Martin Zetterlund,,1975-03-10T00:00:00Z
people_5820,Q115331524,Mitcho Batalov,,
people_5821,Q115331914,Xavier Canca-Englund,,
people_5822,Q11533225,Mari Hayashida,Japanese actress,1978-12-29T00:00:00Z
people_5823,Q11533243,Tomoka Hayashi,Japanese actor,1982-04-17T00:00:00Z
people_5824,Q115332768,Gianmarco Vettori,Italian actor,1994-01-01T00:00:00Z
people_5825,Q11534695,Takayuki Shibazaki,Japanese film director,1978-08-06T00:00:00Z
people_5826,Q11534824,Ainosuke Shibata,Japanese director and actor,1987-01-21T00:00:00Z
people_5827,Q1153513,David Walton,American actor,1978-10-27T00:00:00Z
people_5828,Q115357763,Giacomo Colavito,Italian actor,1994-09-29T00:00:00Z
people_5829,Q1153702,Blanca Lewin,Chilean actress (born 1974),1974-08-07T00:00:00Z
people_5830,Q115372078,Krystin Ver Linden,American director,
people_5831,Q11537405,Takaaki Kuwashiro,Japanese actor (1997-),1997-07-13T00:00:00Z
people_5832,Q11537889,Yumi Sakurai,Japanese actress,1981-05-24T00:00:00Z
people_5833,Q11538537,Sōichi Umezawa,Japanese film director,1968-02-19T00:00:00Z
people_5834,Q11538764,Riria,Japanese actress,1993-12-18T00:00:00Z
people_5835,Q11539195,Aiko Morishita,Japanese actress (born 1958),1958-04-08T00:00:00Z
people_5836,Q115392946,Samuel Fasse,actor,
people_5837,Q11539528,Toshiyuki Morioka,Japanese screenwriter,1960-04-01T00:00:00Z
people_5838,Q11539551,Ryū Morioka,Japanese actor,1988-02-15T00:00:00Z
people_5839,Q11539564,Win Morisaki,Burmese actor,1990-08-20T00:00:00Z
people_5840,Q11540371,Katsuki Mori,Japanese fashion model and actress,1988-12-27T00:00:00Z
people_5841,Q11540451,Ai Moritaka,Japanese model and actress,1998-01-14T00:00:00Z
people_5842,Q115411887,Bogdan Theodor Olteanu,,
people_5843,Q115411888,John Patton Ford,screenwriter,1981-12-30T00:00:00Z
people_5844,Q115411889,Abi Damaris Corbin,,
people_5845,Q1154140,Hiroyuki Miyasako,Japanese comedian and actor,1970-03-31T00:00:00Z
people_5846,Q1154158,Yumiko Shaku,Japanese actress and model,1978-06-12T00:00:00Z
people_5847,Q1154160,Frida Gustavsson,Swedish model,1993-06-06T00:00:00Z
people_5848,Q11541669,Rumi Sakakibara,Japanese actress,1951-03-05T00:00:00Z
people_5849,Q11541735,Anna Sakaki,Japanese actress,1986-01-16T00:00:00Z
people_5850,Q1154179,Naoto Takenaka,"Japanese actor, voice actor, film director, talent, comedian, singer",1956-03-20T00:00:00Z
people_5851,Q1154184,Ryo Nishikido,Japanese singer and actor,1984-11-03T00:00:00Z
people_5852,Q1154201,Kanna Mori,Japanese fashion model and actress,1988-06-22T00:00:00Z
people_5853,Q1154206,Hidetoshi Nishijima,Japanese actor and model,1971-03-29T00:00:00Z
people_5854,Q11542184,Shinji Hiwatashi,Japanese actor,1960-09-22T00:00:00Z
people_5855,Q1154230,DJ Pooh,"American rapper, screenwriter and director from California",1969-04-14T00:00:00Z
people_5856,Q1154232,Atsuko Maeda,"Japanese singer, actress and former member of AKB48",1991-07-10T00:00:00Z
people_5857,Q1154241,Masaki Okada,Japanese actor,1989-08-15T00:00:00Z
people_5858,Q115424430,Prakash Kunjhan Moorayil,film director,
people_5859,Q1154246,Q1154246,American rapper and record producer,1970-01-18T00:00:00Z
people_5860,Q115424739,Diego Llorente,Spanish film director,1984-01-01T00:00:00Z
people_5861,Q115432712,Eugen Jebeleanu,,1989-01-01T00:00:00Z
people_5862,Q11543810,Hajime Hashimoto,Japanese film director,1968-01-17T00:00:00Z
people_5863,Q115438278,Billy Snow,British actor,1979-06-17T00:00:00Z
people_5864,Q11544181,Yukiko Tachibana,Japanese actress,1951-01-10T00:00:00Z
people_5865,Q115445421,Luan Gallagher,Ator Britânico,2000-09-27T00:00:00Z
people_5866,Q11545827,Hideki Takeuchi,Japanese impresario,1966-10-09T00:00:00Z
people_5867,Q115468730,Sampo Lintula,,
people_5868,Q115468746,Antti Järvelä,Finnish actor,
people_5869,Q115468754,Sanna Stolberg,,
people_5870,Q115468794,Janne Ravi,Finnish actor,
people_5871,Q115474775,Mark Eydelshteyn,Russian actor (born 2002),2002-02-18T00:00:00Z
people_5872,Q1154775,Erika Toda,Japanese actress (1988-),1988-08-17T00:00:00Z
people_5873,Q1154813,MC Jin,American rapper and actor,1982-06-04T00:00:00Z
people_5874,Q11548528,Ayame Misaki,Japanese actress,1989-04-26T00:00:00Z
people_5875,Q115492151,Ibrahim Mursal,Norwegian film director of Sudanese and Somali origins (1990-),1990-01-01T00:00:00Z
people_5876,Q115492224,Jordan Cooper,American playwright,1995-01-01T00:00:00Z
people_5877,Q1154944,Jonathan Blow,American video game designer and programmer,1971-11-17T00:00:00Z
people_5878,Q115496587,Riste Lehari,Estonian writer (born 1989),1989-05-21T00:00:00Z
people_5879,Q115498029,Anton Häggblom,Finnish actor,
people_5880,Q115498036,Petter Kevin,Finnish actor,1984-06-19T00:00:00Z
people_5881,Q115498051,Thomas Holm,Finnish actor,
people_5882,Q115498058,Mattias Asplund,Finnish actor,
people_5883,Q115498082,Markus Wilson,Finnish actor,
people_5884,Q115498083,Mike Nordlund,Finnish actor,
people_5885,Q115498087,Fredrik Westblom,Finnish actor,
people_5886,Q115498121,Axel Hanses,Finnish actor,
people_5887,Q115498126,Frank Nylund,Finnish actor,
people_5888,Q115498130,David Grandell,Finnish actor,
people_5889,Q115498133,Roy Mäki-Fränti,Finnish actor,
people_5890,Q115498140,Jan Holm,Finnish actor,
people_5891,Q115498146,Andreas Swahn,Finnish actor,
people_5892,Q115498150,Kristian Snellman,Finnish actor,
people_5893,Q11549838,Akira Nagai,Japanese film director,1970-01-01T00:00:00Z
people_5894,Q11550186,Toshiya Nagasawa,actor,1961-09-06T00:00:00Z
people_5895,Q11550430,Munenori Nagano,actor,1978-02-17T00:00:00Z
people_5896,Q11550448,Mei Nagano,Japanese actress (born 1999),1999-09-24T00:00:00Z
people_5897,Q11551520,Mansaku Ikeuchi,Japanese actor,1972-03-27T00:00:00Z
people_5898,Q11551642,Shōko Ikezu,Japanese actress,1969-11-04T00:00:00Z
people_5899,Q1155169,Nana Eikura,Japanese actress and model,1988-02-12T00:00:00Z
people_5900,Q115517442,Isabelle Grill,Swedish actress,1997-09-20T00:00:00Z
people_5901,Q115517626,Nils Alatalo,Swedish director and screenwriter,
people_5902,Q11552175,Tetsuhiro Ikeda,Japanese actor,1970-10-31T00:00:00Z
people_5903,Q11552263,Nobue Iketani,Japanese actress,1971-05-22T00:00:00Z
people_5904,Q11552553,Shūichi Okita,Japanese screenwriter and film director,1977-08-04T00:00:00Z
people_5905,Q115528304,Bahk Woo-young,South Korean actor,
people_5906,Q11553357,Aoba Kawai,Japanese actress,1981-11-16T00:00:00Z
people_5907,Q115536180,J. D. Dillard,American director and screenwriter,1988-01-01T00:00:00Z
people_5908,Q11553792,Fūka Kawai,Japanese actress,1989-02-25T00:00:00Z
people_5909,Q115541,Dakota Fanning,American actress and model  (born 1994),1994-02-23T00:00:00Z
people_5910,Q115547,Bill Goldberg,American professional wrestler and football player (born 1966),1966-12-27T00:00:00Z
people_5911,Q11554801,Akari Izumikawa,Japanese tarento,1992-10-13T00:00:00Z
people_5912,Q115556712,Monika Stalder,,1981-12-06T00:00:00Z
people_5913,Q115558302,Alisha Weir,Irish actress and singer,2009-09-26T00:00:00Z
people_5914,Q115565374,Dempsey Bryk,actor,1996-08-29T00:00:00Z
people_5915,Q11557329,Kazuyuki Asano,Japanese actor,1954-02-02T00:00:00Z
people_5916,Q115574198,Amar Chadha-Patel,British actor,1986-06-03T00:00:00Z
people_5917,Q11560052,Yuria Fukatsuki,Japanese actress,1984-01-07T00:00:00Z
people_5918,Q11560220,Kōji Fukada,Japanese film director,1980-01-05T00:00:00Z
people_5919,Q1156039,S. Shankar,Indian filmmaker,1963-08-17T00:00:00Z
people_5920,Q11560392,Baek Seung-heon,South Korean singer,1991-04-03T00:00:00Z
people_5921,Q11560617,Nijiko Kiyokawa,Japanese actor and seiyū,1914-01-01T00:00:00Z
people_5922,Q11560859,Tetsurō Shimizu,Japanese philosopher,1947-01-01T00:00:00Z
people_5923,Q11560954,Yasuhiko Shimizu,,1981-07-31T00:00:00Z
people_5924,Q115609814,Adam Bessa,French-Tunisian actor,1992-08-01T00:00:00Z
people_5925,Q11561434,Nana Seino,Japanese actress (1994-),1994-10-14T00:00:00Z
people_5926,Q11561586,Kiyohiko Shibukawa,Japanese actor,1974-07-02T00:00:00Z
people_5927,Q115621620,Banks Repeta,,2008-07-31T00:00:00Z
people_5928,Q11562167,Dai Watanabe,Japanese actor,1984-08-01T00:00:00Z
people_5929,Q11562180,Naoko Watanabe,Japanese actress,1984-07-30T00:00:00Z
people_5930,Q115621874,Nimo Loveline,Cameroonian actress,
people_5931,Q11562280,Kenkichi Watanabe,actor,1954-05-28T00:00:00Z
people_5932,Q115630234,Bruno Gouery,French actor,1975-01-01T00:00:00Z
people_5933,Q1156342,Miguel Poveda,Spanish flamenco singer,1973-02-13T00:00:00Z
people_5934,Q11563549,Shione Yukawa,Japanese singer-songwriter and actress,1983-12-19T00:00:00Z
people_5935,Q11564046,Takashi Minamoto,Japanese screenwriter,1961-06-05T00:00:00Z
people_5936,Q11565289,Ken'ichi Takitō,Japanese actor,1976-11-02T00:00:00Z
people_5937,Q11566248,Tatsuomi Hamada,Japanese actor,2000-08-27T00:00:00Z
people_5938,Q11566455,Ryo Segawa,Japanese actor,1978-10-19T00:00:00Z
people_5939,Q115676831,David Jonsson,British actor,1993-09-04T00:00:00Z
people_5940,Q115677506,Thomas Laliberté,,
people_5941,Q115684249,Steven LaMorte,film director,
people_5942,Q115685248,Kate Kennedy,British actress,1992-01-01T00:00:00Z
people_5943,Q11569637,Hitomi Katayama,Japanese actress,1980-09-22T00:00:00Z
people_5944,Q11569703,Takatarō Kataoka,Japanese actor,1968-01-23T00:00:00Z
people_5945,Q11571,Cristiano Ronaldo,Portuguese association football player (born 1985),1985-02-05T00:00:00Z
people_5946,Q11572318,Yūko Genkaku,Japanese actress,1977-07-21T00:00:00Z
people_5947,Q11572324,Hyunri,South Korea actress,1986-12-18T00:00:00Z
people_5948,Q11572720,Rie Tamada,Japanese professional wrestler,1973-03-16T00:00:00Z
people_5949,Q1157339,Dagmar von Kurmin,German actress (1933–2020),1933-08-13T00:00:00Z
people_5950,Q115735,Lambert Wilson,French actor,1958-08-03T00:00:00Z
people_5951,Q115738839,Julien de Saint Jean,French actor (born 2001),2001-01-01T00:00:00Z
people_5952,Q115739919,Quentin Plair,American actor,1988-09-16T00:00:00Z
people_5953,Q11575946,Yōji Tanaka,Japanese actor (1963-),1963-08-08T00:00:00Z
people_5954,Q11575956,Makoto Tanaka,Japanese screenwriter,1960-01-01T00:00:00Z
people_5955,Q11576,Raúl,Spanish association football player,1977-06-27T00:00:00Z
people_5956,Q11576861,Kentarō Tamura,Japanese actor (1986-),1986-12-15T00:00:00Z
people_5957,Q1157692,Daisy Lang,Bulgarian martial artist,1972-04-04T00:00:00Z
people_5958,Q1157704,Daisy von Scherler Mayer,American film and television director,1966-09-14T00:00:00Z
people_5959,Q1157743,Dakin Matthews,American actor,1940-11-07T00:00:00Z
people_5960,Q115774823,Jason Sarcinelli,American pornographic actor,1978-09-24T00:00:00Z
people_5961,Q115777519,Q115777519,,1980-11-15T00:00:00Z
people_5962,Q11578,Venus Williams,American tennis player (born 1980),1980-06-17T00:00:00Z
people_5963,Q11578287,Keita Machida,Japanese actor,1990-07-04T00:00:00Z
people_5964,Q11578485,Kazuya Hatazawa,Japanese television producer,1966-03-19T00:00:00Z
people_5965,Q115785,Sandra Hess,Swiss actress and model,1968-03-27T00:00:00Z
people_5966,Q115788899,Jazmín Bogarín,,2000-09-09T00:00:00Z
people_5967,Q11579128,Eiji Tosaka,Japanese businessperson,1971-03-25T00:00:00Z
people_5968,Q11580151,Kazuya Shiraishi,Japanese film director (1974-),1974-12-17T00:00:00Z
people_5969,Q115803783,Charlotte Wells,Scottish filmmaker,1987-06-13T00:00:00Z
