row_id,person_id,name,description,birth_date
people_34380,Q3703331,David Sebasti,Argentinian actor,1968-07-10T00:00:00Z
people_34381,Q3703536,Davide Devenuto,Italian actor,1972-03-15T00:00:00Z
people_34382,Q3703561,Davide Iacopini,Italian actor,1984-02-09T00:00:00Z
people_34383,Q3703572,Davide Marengo,Italien film director,1972-12-06T00:00:00Z
people_34384,Q3703608,Davide Ricci,Italian actor and entrepreneur,1977-08-28T00:00:00Z
people_34385,Q3704389,Debora Villa,Italian actress,1969-04-13T00:00:00Z
people_34386,Q370450,Phil Fondacaro,American actor,1958-11-08T00:00:00Z
people_34387,Q3704534,Declan O'Brien,American writer and producer,1962-01-01T00:00:00Z
people_34388,Q370457,Jacques Hilling,French actor (1922–1975),1922-05-26T00:00:00Z
people_34389,Q3705413,Tetsu Watanabe,Japanese actor,1950-03-11T00:00:00Z
people_34390,Q3705442,Denis Fasolo,Italian actor,1975-04-29T00:00:00Z
people_34391,Q3705446,Denis Marti,Italian pornographic actor & director,1972-10-04T00:00:00Z
people_34392,Q3705503,Denny Méndez,Dominican Republic model and actor,1978-07-20T00:00:00Z
people_34393,Q370560,David Crosby,"American singer, guitarist and songwriter (1941–2023)",1941-08-14T00:00:00Z
people_34394,Q370632,Giovanni Lombardo Radice,Italian actor (1954–2023),1954-09-23T00:00:00Z
people_34395,Q3706326,Devor De Pascalis,Italian screenwriter and writer,1976-01-01T00:00:00Z
people_34396,Q3706749,Diana Dell'Erba,Italian actress,1982-07-30T00:00:00Z
people_34397,Q3706943,Dick Cusack,American actor (1925-2003),1925-08-29T00:00:00Z
people_34398,Q3707235,Diego Ribon,Italian actor and voice actor,1960-02-14T00:00:00Z
people_34399,Q37079,Q37079,American actor and film producer (born 1962),1962-07-03T00:00:00Z
people_34400,Q370817,Molly Hagan,actress,1961-08-03T00:00:00Z
people_34401,Q370918,Keith David,American actor,1956-06-04T00:00:00Z
people_34402,Q3709262,Jamie Hector,American actor,1975-10-07T00:00:00Z
people_34403,Q370942,Shane Brolly,"British actor, writer, and director",1970-03-06T00:00:00Z
people_34404,Q370959,Kira Reed,"American actress, producer, television host",1971-10-13T00:00:00Z
people_34405,Q3709675,Nathaniel Dean,Australian actor,1901-01-01T00:00:00Z
people_34406,Q3709843,Saima Noor,Pakistani actress,1975-11-25T00:00:00Z
people_34407,Q3710588,Pierre Andre,"Malaysian actor, director and writer (born 1985)",1985-03-17T00:00:00Z
people_34408,Q37110251,Tony Labrusca,American actor,1995-08-07T00:00:00Z
people_34409,Q3712833,Ary Fontoura,Brazilian actor and writer,1933-01-27T00:00:00Z
people_34410,Q3712898,Domenico Balsamo,Italian actor,1979-03-29T00:00:00Z
people_34411,Q3712957,Domenico Centamore,Italian actor,1967-09-24T00:00:00Z
people_34412,Q3713484,Don Barclay,American football player,1989-04-18T00:00:00Z
people_34413,Q3713649,Donald Sumpter,British actor,1943-02-13T00:00:00Z
people_34414,Q371403,Kyle Gass,American singer and musician (born 1960),1960-07-14T00:00:00Z
people_34415,Q3714065,Doon Mackichan,British comedian and actress,1962-08-01T00:00:00Z
people_34416,Q3714235,Dorian Lough,British actor,1966-04-27T00:00:00Z
people_34417,Q371430,Iain Glen,Scottish actor,1961-06-24T00:00:00Z
people_34418,Q37143845,Diana Sylla,Chinese actress,2010-01-01T00:00:00Z
people_34419,Q371563,Antonio Monda,Italian film director,1962-10-19T00:00:00Z
people_34420,Q371607,Berto Romero,Spanish comedian,1974-11-17T00:00:00Z
people_34421,Q3716143,Duilio Pizzocchi,Italian comedian and actor,1957-10-14T00:00:00Z
people_34422,Q371720,Gheorghe Dinică,"Romanian actor, singer (1934–2009)",1934-01-01T00:00:00Z
people_34423,Q37175,Johnny Depp,American actor (born 1963),1963-06-09T00:00:00Z
people_34424,Q371786,Joel David Moore,American actor,1977-09-25T00:00:00Z
people_34425,Q371860,Gabriella Wilde,British actress,1989-04-08T00:00:00Z
people_34426,Q3718953,Eddie Rivera,American basketball player,1970-07-07T00:00:00Z
people_34427,Q371932,Shawn Elliott,"Puerto Rican actor, singer, recording artist (1937–2016)",1937-02-24T00:00:00Z
people_34428,Q3719573,Edoardo De Angelis,Italian film director and screenwriter,1978-08-31T00:00:00Z
people_34429,Q3719608,Edoardo Leo,Italian actor and screenwriter (born 1972),1972-04-21T00:00:00Z
people_34430,Q3719651,Edoardo Pesce,Italian actor,1979-09-12T00:00:00Z
people_34431,Q371972,Faran Tahir,American actor (born 1963),1964-02-16T00:00:00Z
people_34432,Q3719789,Eduardo Dussek,"Brazilian singer, composer and actor",1958-01-01T00:00:00Z
people_34433,Q371986,Paul Weller,"English recording artist; singer-songwriter, musician",1958-05-25T00:00:00Z
people_34434,Q3719951,Edward Edwards,American actor,
people_34435,Q3720010,Edward Randell,British actor and singer-songwriter,1988-07-02T00:00:00Z
people_34436,Q3720735,Eirik Evjen,Norwegian actor,1989-01-15T00:00:00Z
people_34437,Q3721398,Elena Bouryka,Russian-Italian actress,1983-07-29T00:00:00Z
people_34438,Q3721478,Elena Perino,Italian actress and voice actress,1985-06-01T00:00:00Z
people_34439,Q3721493,Elena Roger,Argentine-born British-based actress,1974-10-27T00:00:00Z
people_34440,Q372256,Don McKellar,"Canadian actor, screenwriter and film director",1963-08-17T00:00:00Z
people_34441,Q372296,James Marshall,American actor,1967-01-02T00:00:00Z
people_34442,Q3723014,Elio De Capitani,Italian actor,1953-07-28T00:00:00Z
people_34443,Q372311,Glenn Close,American actress (born 1947),1947-03-19T00:00:00Z
people_34444,Q3723224,Elisabetta Ferracini,Italian actress,1968-10-03T00:00:00Z
people_34445,Q3723399,Elizabeth Hawthorne,New Zealand actress,1947-04-30T00:00:00Z
people_34446,Q3723465,Ella Rae Peck,American actress,1990-09-08T00:00:00Z
people_34447,Q3723851,Emanuela Grimalda,Italian actress,1964-06-26T00:00:00Z
people_34448,Q372394,Martin McDonagh,British-Irish filmmaker and playwright,1970-03-26T00:00:00Z
people_34449,Q3724385,Emilio De Marchi,Italian actor,1959-04-12T00:00:00Z
people_34450,Q3724640,Emma Forrest,"British journalist, novelist and screenwriter",1976-12-26T00:00:00Z
people_34451,Q372481,Ninetto Davoli,Italian actor,1948-10-11T00:00:00Z
people_34452,Q372497,Bernie Casey,"American actor, artist, and professional football player (1939–2017)",1939-06-08T00:00:00Z
people_34453,Q372559,Mario Lopez,American actor,1973-10-10T00:00:00Z
people_34454,Q3725842,Enrico Ianniello,Italian actor,1970-11-15T00:00:00Z
people_34455,Q372613,Phill Lewis,"American actor, comedian and director (born 1968)",1968-02-14T00:00:00Z
people_34456,Q372642,Khosrow Shakibai,Iranian actor,1944-03-27T00:00:00Z
people_34457,Q3726488,Enzo Cilenti,British actor,1974-08-08T00:00:00Z
people_34458,Q3726637,Enzo Salvi,Italian actor,1963-08-16T00:00:00Z
people_34459,Q372704,Sean Faris,American actor,1982-03-25T00:00:00Z
people_34460,Q372705,Adrian Can,German actor,1972-01-01T00:00:00Z
people_34461,Q3727520,Randa El Behery,Egyptian actress,1983-08-18T00:00:00Z
people_34462,Q372921,Peter Tolan,American television director,1958-07-05T00:00:00Z
people_34463,Q372947,Ray Stevenson,British actor (1964–2023),1964-05-25T00:00:00Z
people_34464,Q373034,Saïd Taghmaoui,French-American actor,1972-07-19T00:00:00Z
people_34465,Q3731491,Eric Keenleyside,Canadian actor,1957-10-11T00:00:00Z
people_34466,Q3731797,Erinn Hayes,American actress,1976-05-25T00:00:00Z
people_34467,Q3732277,Ernesto Mahieux,Italian actor,1946-07-12T00:00:00Z
people_34468,Q373325,Lee Norris,American actor,1981-09-25T00:00:00Z
people_34469,Q3733389,Esteban Meloni,Argentinian actor,1976-11-29T00:00:00Z
people_34470,Q37336353,Ser'Darius Blain,American actor,1987-03-10T00:00:00Z
people_34471,Q373371,Mick Hazen,American actor,1993-03-22T00:00:00Z
people_34472,Q373395,Adrian Lester,"British actor, director, and writer",1968-08-14T00:00:00Z
people_34473,Q3734194,Henryk Talar,Polish actor,1945-06-25T00:00:00Z
people_34474,Q3734208,Wanda Opalinska,Anglo-Polish actress,
people_34475,Q373424,Saadet Aksoy,Turkish actor (born 1983),1983-08-29T00:00:00Z
people_34476,Q3734264,Eugenia Costantini,Italian actress,1984-08-02T00:00:00Z
people_34477,Q373432,Adrian Lukis,British actor,1957-03-28T00:00:00Z
people_34478,Q3734370,Campbell Brown,American journalist,1968-06-14T00:00:00Z
people_34479,Q3734393,Eugenio Marinelli,Italian actor and voice actor,1955-01-10T00:00:00Z
people_34480,Q3734631,Euridice Axen,Italian actress,1980-09-20T00:00:00Z
people_34481,Q37349,Dalai Lama,Tibetan Buddhist spiritual teacher,
people_34482,Q3735272,Milan Kňažko,Slovak actor and politician,1945-08-28T00:00:00Z
people_34483,Q3735288,Eve Hewson,Irish actress,1991-07-07T00:00:00Z
people_34484,Q37355628,Valeriya Shkirando,Russian actress,1988-11-21T00:00:00Z
people_34485,Q3735652,Aku Louhimies,Finnish film director and screenwriter (born 1968),1968-07-03T00:00:00Z
people_34486,Q373580,Adrian Moore,German actor,1996-01-01T00:00:00Z
people_34487,Q37358039,Alina Lanina,Russian actress,1989-03-03T00:00:00Z
people_34488,Q373594,Josh Cooke,American actor,1979-11-22T00:00:00Z
people_34489,Q3736173,Pavel Ponomaryov,Russian-Estonian actor (born 1980),1980-01-30T00:00:00Z
people_34490,Q3736238,Ebba Hultkvist,Swedish actress,1983-09-26T00:00:00Z
people_34491,Q3736471,Rēzija Kalniņa,Latvian actress,1970-12-23T00:00:00Z
people_34492,Q3736818,Margery Beddow,"American actress, director, dancer and choreographer (1937-2010)",1937-12-13T00:00:00Z
people_34493,Q3736945,Lynne Littman,American film director,1941-06-26T00:00:00Z
people_34494,Q3737626,Fabio Camilli,Italian actor (born 1962),1962-08-10T00:00:00Z
people_34495,Q3737674,Fabio De Luigi,Italian actor and singer (born 1967),1967-10-11T00:00:00Z
people_34496,Q3737701,Fabio Ferrani,Italian actor,1959-10-14T00:00:00Z
people_34497,Q3737714,Fabio Fulco,Italian actor,1970-08-04T00:00:00Z
people_34498,Q3737852,Fabio Traversa,Italian actor,1952-11-17T00:00:00Z
people_34499,Q3737897,Fabián Mazzei,Argentinian actor,1966-01-18T00:00:00Z
people_34500,Q3737958,Fabrizio Bucci,"actor Italian, of theater, film and television.",1979-10-19T00:00:00Z
people_34501,Q3738047,Fabrizio Gifuni,Italian actor,1966-07-16T00:00:00Z
people_34502,Q3738111,Fabrizio Romano,Italian actor,1974-03-25T00:00:00Z
people_34503,Q3738174,Liis Lemsalu,Estonian singer (born 1992),1992-10-20T00:00:00Z
people_34504,Q373895,Betty White,American actress and comedian (1922–2021),1922-01-17T00:00:00Z
people_34505,Q3739112,Ants Lauter,Estonian actor and theatrical director (1894-1973),1894-07-05T00:00:00Z
people_34506,Q3739177,Peeter Simm,Estonian film director (born 1953),1953-02-24T00:00:00Z
people_34507,Q3739185,Uldis Vazdiks,Latvian actor (1941–2006),1941-05-27T00:00:00Z
people_34508,Q3739588,Fariborz Kamkari,Iranian film director,1981-09-02T00:00:00Z
people_34509,Q373959,Masanobu Andō,Japanese actor,1975-05-19T00:00:00Z
people_34510,Q373968,Jack Warden,American actor (1920–2006),1920-09-18T00:00:00Z
people_34511,Q373976,David Hyde Pierce,American actor and director,1959-04-03T00:00:00Z
people_34512,Q3739819,Mayana Moura,Brazilian actress,1982-08-29T00:00:00Z
people_34513,Q373989,David Paymer,American actor and director,1954-08-30T00:00:00Z
people_34514,Q3740113,Fatima Trotta,Italian actress,1986-07-02T00:00:00Z
people_34515,Q3740339,Claire van der Boom,Australian actress,1983-11-21T00:00:00Z
people_34516,Q374038,Kuno Becker,Mexican actor,1978-01-14T00:00:00Z
people_34517,Q3740386,Fausto Maria Sciarappa,Italian actor,1966-11-18T00:00:00Z
people_34518,Q374041,Adrian Rawlins,English actor,1958-03-27T00:00:00Z
people_34519,Q374065,Patton Oswalt,American actor and comedian,1969-01-27T00:00:00Z
people_34520,Q3740790,Hardi Volmer,"Estonian musician, film director and politician (born 1957)",1957-11-08T00:00:00Z
people_34521,Q3740804,Amy J. Berg,American filmmaker,1970-10-13T00:00:00Z
people_34522,Q374093,John Ratzenberger,American actor (born 1947),1947-04-06T00:00:00Z
people_34523,Q3740983,Alexander Ivashkevich,"actor, tap dancer residing in Estonia (born 1960)",1960-04-27T00:00:00Z
people_34524,Q3741119,Artūrs Skrastiņš,Latvian actor,1974-09-18T00:00:00Z
people_34525,Q3741217,Laura Birn,Finnish actress (born 1981),1981-04-25T00:00:00Z
people_34526,Q3741539,Federica De Cola,Italian actress,1984-05-10T00:00:00Z
people_34527,Q3741556,Jens Lien,Norwegian film director (born 1967),1967-09-14T00:00:00Z
people_34528,Q3741575,Federica Sbrenna,Italian actress,1990-06-14T00:00:00Z
people_34529,Q374181,Richard T. Jones,American actor (born 1972),1972-01-16T00:00:00Z
people_34530,Q3741923,Federico Tocci,Italian actor,1972-11-10T00:00:00Z
people_34531,Q3741946,Federico Zampaglione,Italian singer-songwriter and screenwriter,1968-06-29T00:00:00Z
people_34532,Q3742294,Felipe de Alba,Mexican actor (1924–2005),1924-04-29T00:00:00Z
people_34533,Q374239,Tyler Mane,Canadian professional wrestler,1966-12-08T00:00:00Z
people_34534,Q374263,Dan Fogler,"American actor, musician and filmmaker",1976-10-20T00:00:00Z
people_34535,Q3742700,Ferdinando Vicentini Orgnani,Italian screenwriter and film producer (1963-),1963-09-23T00:00:00Z
people_34536,Q374273,Armie Hammer,American actor (born 1986),1986-08-28T00:00:00Z
people_34537,Q3742898,Eero Milonoff,Finnish actor (born 1980),1980-05-01T00:00:00Z
people_34538,Q3742931,Timo Lavikainen,Finnish actor,1974-01-01T00:00:00Z
people_34539,Q3742950,Miia Nuutila,Finnish actress,1972-10-12T00:00:00Z
people_34540,Q3742995,Fernán Mirás,Argentine actor,1969-07-17T00:00:00Z
people_34541,Q374346,John Slattery,American actor,1962-08-13T00:00:00Z
people_34542,Q374363,Philippe Brenninkmeyer,English actor,1964-11-03T00:00:00Z
people_34543,Q3744072,Genka,"Estonian rapper, music producer and actor (born 1974)",1974-12-30T00:00:00Z
people_34544,Q374411,Adrian Topol,Polish-German actor and film producer,1981-02-04T00:00:00Z
people_34545,Q3744327,Elsa Saisio,Finnish actress,1981-07-19T00:00:00Z
people_34546,Q3744354,Fiammetta Cicogna,Italian actress,1988-05-17T00:00:00Z
people_34547,Q374447,Sam Anderson,American actor,1947-04-02T00:00:00Z
people_34548,Q3745108,Eino Baskin,Estonian actor and director (1929-2015),1929-06-17T00:00:00Z
people_34549,Q3745280,Filippo Nigro,Italian actor,1970-12-03T00:00:00Z
people_34550,Q3745323,Filippo Scicchitano,Italian actor,1993-10-13T00:00:00Z
people_34551,Q3745742,Finn Taylor,American film director,1958-07-04T00:00:00Z
people_34552,Q374586,Nestor Serrano,American actor,1955-11-05T00:00:00Z
people_34553,Q3745895,Fiorenzo Fiorentini,Italian actor (1920-2003),1920-04-10T00:00:00Z
people_34554,Q37459,Nicole Kidman,"Australian-American actress, producer, and model (born 1967)",1967-06-20T00:00:00Z
people_34555,Q3745905,Fioretta Mari,Italian actress,1942-07-19T00:00:00Z
people_34556,Q3746506,Flavio Parenti,Italian actor,1979-05-19T00:00:00Z
people_34557,Q374678,Paolo Sorrentino,Italian film director and screenwriter (born 1970),1970-05-31T00:00:00Z
people_34558,Q3746922,Flávio Galvão,Brazilian actor,1949-07-30T00:00:00Z
people_34559,Q374770,James Callis,British actor,1971-06-04T00:00:00Z
people_34560,Q374812,Adriana Altaras,German actress,1960-04-06T00:00:00Z
people_34561,Q374855,Adriana Asti,"Italian theatre, film, and voice actress (1931–2025)",1931-04-30T00:00:00Z
people_34562,Q37490621,Q37490621,,1977-05-25T00:00:00Z
people_34563,Q37490631,Q37490631,Danish actor,1984-01-03T00:00:00Z
people_34564,Q37490641,Dennis Haladyn,,
people_34565,Q37490651,Melany Denise,,
people_34566,Q37490659,Jan Tjerrild,actor,1965-01-31T00:00:00Z
people_34567,Q37490676,Maurice Blinkenberg,,1991-12-03T00:00:00Z
people_34568,Q37490811,Thomas Hedemann,,1964-04-12T00:00:00Z
people_34569,Q37490969,Q37490969,,1961-07-13T00:00:00Z
people_34570,Q37491017,Niels Barfoed,,1931-04-29T00:00:00Z
people_34571,Q37491039,Thomas Gammeltoft,"film producer, actor, line producer and film director",1963-11-14T00:00:00Z
people_34572,Q37491048,Cecilie Alstrup Tarp,actor,1999-11-12T00:00:00Z
people_34573,Q37491094,Zeino Macauley,,
people_34574,Q37491109,Vic Carmen Sonne,Danish actress,1994-04-23T00:00:00Z
people_34575,Q37491117,Anton Honik,,1995-03-20T00:00:00Z
people_34576,Q37491133,Marcuz Jess Petersen,actor,1998-05-24T00:00:00Z
people_34577,Q37491158,Marie-Lydie Melono Nokouda,actor,1981-01-02T00:00:00Z
people_34578,Q37491193,Coco Hjardemaal,,1994-01-29T00:00:00Z
people_34579,Q37491212,Sebastian Kronby,,1996-06-12T00:00:00Z
people_34580,Q37491218,Helene Reingaard Neumann,Danish actress,1987-09-29T00:00:00Z
people_34581,Q37491226,Q37491226,Danish actor,
people_34582,Q37491242,Q37491242,Danish actor,
people_34583,Q37491252,Paw Terndrup,Danish actor,1979-04-10T00:00:00Z
people_34584,Q37491261,Lea Baastrup Rønne,Danish actress and audiobook narrator,1988-04-20T00:00:00Z
people_34585,Q37491269,Jens Blegaa,,1963-09-04T00:00:00Z
people_34586,Q37491427,Caspar Jexlev Fomsgaard,,1986-06-14T00:00:00Z
people_34587,Q37491472,Lester Wiese,,1928-01-01T00:00:00Z
people_34588,Q37491489,Mette Kolding,Danish actress,1967-01-05T00:00:00Z
people_34589,Q37491506,Jakob Højlev Jørgensen,Danish actor,1970-11-17T00:00:00Z
people_34590,Q37491942,Lene Laub Oksen,Danish actress,1969-06-17T00:00:00Z
people_34591,Q37493079,Tea Lindeburg,Danish film director and screenwriter,1977-06-25T00:00:00Z
people_34592,Q374931,Björn Kjellman,Swedish actor and singer,1963-06-04T00:00:00Z
people_34593,Q37493208,Nicolas Russell Bennetzen,screenwriter,1969-06-08T00:00:00Z
people_34594,Q37493492,Christian Vorting,,
people_34595,Q37493650,Camilla Ramonn,screenwriter,1978-04-30T00:00:00Z
people_34596,Q37493727,Lars Mikkelsen,screenwriter,
people_34597,Q37493735,Philip Th. Pedersen,Danish film director,1980-08-22T00:00:00Z
people_34598,Q37494003,Nikolaj Tarp,,1979-03-15T00:00:00Z
people_34599,Q37494114,Kasper Torsting,Danish film director,1975-09-22T00:00:00Z
people_34600,Q3749413,Francesca Inaudi,Italian actress,1977-12-08T00:00:00Z
people_34601,Q3749566,Francesco Arca,Italian actor,1979-11-19T00:00:00Z
people_34602,Q3749666,Francesco Brandi,Italian actor,1982-12-20T00:00:00Z
people_34603,Q3749736,Francesco Carnelutti,Italian actor (1936–2015),1936-04-08T00:00:00Z
people_34604,Q3749748,Francesco Casisa,Italian actor,1987-02-26T00:00:00Z
people_34605,Q3749826,Francesco Cordio,Italian actor,1971-06-24T00:00:00Z
people_34606,Q3750002,Francesco Foti,Italian actor,1965-09-24T00:00:00Z
people_34607,Q3750057,Francesco Giuffrida,Italian actor,1981-12-01T00:00:00Z
people_34608,Q3750334,Francesco Munzi,Italian film director and writer,1969-09-01T00:00:00Z
people_34609,Q3750396,Francesco Paolantoni,Italian actor,1956-03-03T00:00:00Z
people_34610,Q3750644,Francesco Scianna,Italian actor,1982-03-25T00:00:00Z
people_34611,Q3750661,Francesco Siciliano,Italian actor,1968-04-20T00:00:00Z
people_34612,Q3750774,Francesco Venditti,Italian actor and voice actor,1976-08-27T00:00:00Z
people_34613,Q3751208,Franco Castellano,actor from Italy,1957-01-11T00:00:00Z
people_34614,Q375124,Cara Fawn,American pornographic actress,1978-07-18T00:00:00Z
people_34615,Q3751367,Franco Iavarone,Italian actor,1943-02-17T00:00:00Z
people_34616,Q3751403,Franco Mannella,Italian actor,1963-06-04T00:00:00Z
people_34617,Q3751488,Franco Palmieri,Italian actor,1955-10-26T00:00:00Z
people_34618,Q375152,Adriana Ozores,Spanish actress (born 1959),1959-05-21T00:00:00Z
people_34619,Q3751634,Franco Trentalance,Italian pornographic actor,1967-09-09T00:00:00Z
people_34620,Q375164,Kan,Japanese singer (1962–2023),1962-09-24T00:00:00Z
people_34621,Q375191,László Szabó,"Hungarian actor, film director and screenwriter",1936-03-24T00:00:00Z
